file_path,machine_id,label,label_name,rms,spectral_centroid_hz,spectral_bandwidth_hz,spectral_rolloff_hz,spectral_flatness,zero_crossing_rate,dominant_frequency_hz,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std
D:\pump\id_06\normal\00000237.wav,id_06,0,normal,0.267844,830.3,1214.84,1355.33,0.002608,0.038913,189.1,-61.235172,160.940399,6.034831,12.121592,-3.403588,15.875469,4.951988,3.51951,-2.245759,-1.881348,0.867623,2.464848,-1.061266,5.217242,5.068189,4.406126,4.554152,3.192424,3.383869,3.151152,3.505574,3.18009,3.165334,3.151124,2.938928,2.939095
D:\pump\id_04\normal\00000138.wav,id_04,0,normal,0.221146,2384.61,2190.77,5076.83,0.097588,0.199638,300.1,37.788063,60.31086,10.904116,28.52705,2.525864,-2.212169,-4.186079,2.281423,-5.289523,-3.23224,12.535872,2.591821,-7.125229,3.525478,2.76982,3.267826,2.910894,2.757021,2.919244,2.772111,3.179711,2.746454,2.800756,2.890951,2.736934,2.850922
D:\pump\id_04\normal\00000420.wav,id_04,0,normal,0.217624,2594.62,2187.99,5319.66,0.111142,0.216845,157.3,38.198132,47.115116,5.817264,31.414282,4.889731,-1.763377,-8.770834,1.227425,-0.375791,-0.02133,14.259275,7.826123,-7.743775,3.192173,2.605969,2.369608,2.571988,2.808142,2.503666,2.842054,2.624265,2.531964,2.751874,2.711323,2.762642,2.850395
D:\pump\id_06\normal\00000992.wav,id_06,0,normal,0.259081,1195.92,1566.03,2218.38,0.00914,0.066745,188.9,-24.457603,131.848511,6.275426,0.729779,-0.194201,5.051558,0.437516,-2.820204,-10.333295,-5.135954,3.82028,3.030015,-3.035259,8.942941,6.86652,5.86871,6.256724,5.620927,5.250425,5.198084,4.750101,5.149033,4.933147,4.300698,4.248297,3.807578
D:\pump\id_06\normal\00000198.wav,id_06,0,normal,0.253024,1222.69,1581.1,2384.61,0.008722,0.071985,188.1,-31.934549,127.461311,10.652273,0.957082,-12.260634,-0.10303,2.370714,0.858351,-17.521584,-8.966421,-9.514715,-2.249615,7.451837,8.127217,6.125318,5.893872,4.924579,5.296237,4.272007,4.218135,4.476874,3.799843,3.653363,4.148789,3.302056,3.316793
D:\pump\id_02\normal\00000257.wav,id_02,0,normal,0.215569,1739.82,1875.21,3741.04,0.03916,0.120563,118.9,11.958827,94.446411,-11.315595,3.025231,5.305376,19.193983,10.908171,-0.706704,2.377222,3.836293,8.311107,0.920667,-0.286055,8.535653,6.471292,6.506567,6.641128,5.080816,4.63892,6.040249,4.460437,4.815377,4.366518,4.227524,4.237514,4.07207
D:\pump\id_04\normal\00000162.wav,id_04,0,normal,0.246659,2368.83,2165.53,5001.12,0.086195,0.207133,71.7,43.748631,61.009048,9.823347,28.051649,1.641682,-4.935881,-1.907673,5.50211,-3.985558,-2.705496,16.550505,3.456878,-12.305099,3.438968,2.843762,2.506817,2.735949,2.67993,2.536603,2.944746,2.753581,2.46447,2.614303,2.561261,2.510144,2.50713
D:\pump\id_04\normal\00000231.wav,id_04,0,normal,0.214529,2430.53,2163.07,5127.8,0.079775,0.20313,434.0,27.144741,55.80838,3.184135,25.261282,7.621181,-0.086266,-9.502852,5.36603,-1.042457,3.210655,14.937472,4.21935,-5.082553,4.147253,4.16635,3.246719,3.20508,2.90342,3.15444,2.97373,3.302645,3.055218,2.900901,3.134554,2.587744,2.478266
D:\pump\id_00\normal\00000576.wav,id_00,0,normal,0.175137,1508.66,1766.47,3318.07,0.02967,0.087728,165.9,-21.529194,109.205345,1.826354,12.736386,-4.213772,10.457683,8.304672,7.338207,-0.71807,-5.538876,-4.98821,-0.634499,-0.507016,15.986207,10.769733,9.528978,7.750427,7.824113,7.60607,6.673452,7.197793,5.62008,6.253343,5.217114,5.625976,5.108925
D:\pump\id_04\normal\00000134.wav,id_04,0,normal,0.196836,2403.8,2168.05,5052.89,0.089502,0.210615,71.6,22.479149,58.126877,8.637458,30.398874,2.891922,-4.178689,-1.637711,5.496048,-4.449654,-2.718884,14.931714,4.407703,-9.809818,3.359261,3.229222,2.879743,3.406852,3.187132,2.868296,2.973905,2.897567,2.561703,2.663735,2.386868,2.866349,2.930453
D:\pump\id_00\normal\00000638.wav,id_00,0,normal,0.128279,1536.29,1760.86,3292.61,0.034253,0.095553,166.5,-44.789543,108.854332,-1.827525,10.625426,-2.48353,8.907705,8.423708,8.897631,-0.71829,-1.919548,-7.038659,-0.149809,1.809382,14.600232,9.36013,9.474604,8.860533,9.201456,8.150825,7.18051,7.360659,6.037929,5.734253,5.827178,5.979462,5.393807
D:\pump\id_02\normal\00000429.wav,id_02,0,normal,0.128479,1787.77,1859.7,3769.32,0.049381,0.136168,582.4,-27.315252,94.913666,-12.728558,2.02257,0.475608,17.098387,12.032518,2.095401,1.429448,-1.7115,1.540867,-0.169403,1.964085,10.397798,8.379954,6.407094,7.906001,7.072142,5.394202,5.826551,5.614299,4.953317,4.639192,5.104598,4.704303,4.40756
D:\pump\id_04\normal\00000291.wav,id_04,0,normal,0.231908,2480.85,2165.88,5138.45,0.086402,0.214582,430.3,36.907185,54.734112,3.540508,24.32198,8.576135,2.740808,-9.90779,0.164593,-4.595696,0.903252,15.101825,0.41166,-8.140246,2.939042,2.78016,2.436043,2.915025,2.863774,2.707234,2.875754,2.963903,3.043405,2.554801,2.912477,2.836843,2.70395
D:\pump\id_06\normal\00000737.wav,id_06,0,normal,0.206159,966.58,1281.51,1762.58,0.002956,0.039888,188.9,-89.161118,147.361343,-6.882951,17.046841,-0.305742,5.092307,0.372189,5.171274,-3.368433,-2.881578,-5.244845,-3.33199,-3.154822,32.425411,6.839971,21.670597,6.988073,4.828451,5.742551,3.387785,3.221869,3.406553,3.189868,2.862504,3.152084,3.11256
D:\pump\id_00\normal\00000031.wav,id_00,0,normal,0.131564,2143.22,1900.81,4272.16,0.116988,0.173975,166.5,0.762549,73.826714,-21.595526,7.78683,-6.09996,0.934224,-0.350333,2.175992,-2.902997,-2.806682,-3.680361,-0.599948,-1.194071,14.249262,8.370711,9.098929,8.413011,6.393092,7.559377,5.483247,5.823135,4.76028,5.232139,5.060704,5.053061,5.224837
D:\pump\id_06\normal\00000705.wav,id_06,0,normal,0.263844,1006.2,1400.67,2007.06,0.004813,0.038646,189.5,-49.160053,140.467346,5.901121,21.710608,-3.397674,7.084324,0.694462,2.762776,-5.310974,-1.249481,-6.682232,-2.371546,-0.112789,13.628867,12.401764,6.311236,3.807265,3.011391,3.333815,3.054675,3.156781,3.222559,2.813037,2.879776,2.983817,2.702439
D:\pump\id_06\normal\00000457.wav,id_06,0,normal,0.15263,1313.85,1698.8,2567.12,0.01531,0.079498,284.5,-63.34219,124.289276,13.464161,3.477656,2.970317,2.823907,0.476589,-0.238205,-10.203196,-10.517354,-2.571401,2.481096,4.169246,15.994505,12.254371,8.542103,8.209351,7.014732,7.6939,6.157442,5.2573,5.25576,5.231796,4.946921,4.517327,4.599003
D:\pump\id_00\normal\00000437.wav,id_00,0,normal,0.192997,1648.86,1838.24,3643.37,0.043007,0.101647,186.1,3.148833,100.460327,-1.402475,14.244328,-1.177672,10.554201,7.350276,9.824873,0.207178,-5.330521,-4.882334,-0.542016,1.170894,11.809772,8.137151,7.628031,7.415697,7.224306,6.359304,6.132154,5.713233,5.890328,5.246584,5.299067,5.563819,4.631559
D:\pump\id_00\abnormal\00000023.wav,id_00,1,abnormal,0.144532,1588.82,1655.64,3184.4,0.038026,0.11162,449.1,-51.922432,104.712906,-17.402678,0.602581,-21.48304,-8.629927,-7.761081,-11.567913,-13.003126,-7.022537,-7.772271,-3.504671,-3.615733,22.822289,14.425112,7.729648,6.589949,7.635961,6.695507,5.166396,5.564862,5.164109,4.977,4.933112,4.957677,4.749444
D:\pump\id_06\normal\00000098.wav,id_06,0,normal,0.231504,1038.78,1425.89,1650.01,0.004823,0.06523,187.5,-61.77813,143.622131,13.653769,-4.067682,-8.227747,0.922385,-2.806593,-5.003244,-7.171848,-8.82676,-7.050529,-2.686792,1.456112,8.056239,6.868955,5.085086,5.23821,4.726974,4.327076,4.850351,4.751554,3.733021,4.052565,3.877312,3.930517,3.097934
D:\pump\id_02\normal\00000372.wav,id_02,0,normal,0.2034,1873.98,1853.6,3940.84,0.066499,0.148954,100.0,29.728678,87.987381,-16.818407,8.839113,1.578483,17.807528,5.576528,2.942484,0.645728,0.508695,0.451672,-0.524278,0.821649,10.432484,7.617838,5.770966,4.503681,4.302437,4.651736,4.354074,4.408675,3.879625,4.418779,3.988056,3.794411,3.711797
D:\pump\id_02\normal\00000508.wav,id_02,0,normal,0.078578,1629.38,1795.15,3463.48,0.040993,0.110879,71.6,-85.069031,103.412399,-7.487286,11.807642,3.978121,16.04809,4.819973,-4.720235,-1.345115,3.098635,3.453846,0.381747,-1.111792,13.891126,12.008033,7.650868,7.121387,7.011806,6.377354,6.222971,5.317479,5.455395,5.128648,4.876668,4.333546,4.306782
D:\pump\id_02\normal\00000027.wav,id_02,0,normal,0.171949,2170.74,1958.14,4390.48,0.109001,0.178879,47.7,25.449833,71.286049,-13.544929,16.143616,-0.029446,15.054091,1.565721,-1.396974,0.265931,4.752694,1.623919,-2.825766,-2.007954,8.007897,7.349731,4.712769,4.87869,4.846951,4.233208,4.839375,4.149152,3.739949,4.520859,3.829376,3.639964,3.43475
D:\pump\id_04\normal\00000139.wav,id_04,0,normal,0.222742,2411.81,2191.11,5108.53,0.099557,0.203468,71.7,39.232689,58.365738,9.334077,29.141617,3.417298,-2.118265,-1.863355,5.699158,-3.309553,-2.694861,12.858007,3.620319,-7.253242,3.285493,2.896167,2.828781,2.781017,2.695715,2.606095,2.568917,2.787972,2.851297,2.749998,2.467744,2.634581,2.739214
D:\pump\id_02\normal\00000788.wav,id_02,0,normal,0.105929,1940.66,1859.2,3919.1,0.059576,0.156584,285.5,-46.134655,85.736862,-16.972794,5.321734,2.521471,17.549246,8.443213,1.008939,0.408901,1.71932,-3.189429,-2.352698,2.206084,15.794096,12.020722,10.99198,8.478207,7.92443,7.464296,6.741601,6.290533,6.760104,6.499671,4.843031,5.333633,5.780732
D:\pump\id_00\normal\00000483.wav,id_00,0,normal,0.156368,1497.9,1763.27,3277.23,0.029705,0.088374,166.0,-32.468918,110.01268,1.855066,13.671786,-2.964637,11.669916,10.336647,9.210616,-0.121571,-3.721842,-2.644169,0.929823,0.732597,13.610118,11.034355,9.194122,8.380507,8.456271,8.898962,6.703464,6.109848,6.384649,5.978698,5.439441,5.644413,4.920228
D:\pump\id_02\normal\00000793.wav,id_02,0,normal,0.106577,1850.67,1854.79,3856.85,0.057528,0.147146,1489.7,-45.842937,90.492661,-13.886382,9.771277,6.109589,17.998556,6.098321,0.313857,-0.631123,1.700268,-2.555478,-4.920183,-0.435238,17.879318,12.695547,8.881891,8.462394,7.309353,7.491784,7.281016,6.185257,5.541867,5.161971,4.681669,4.91363,4.989515
D:\pump\id_04\normal\00000403.wav,id_04,0,normal,0.22498,2601.82,2227.97,5495.86,0.122659,0.228963,71.6,47.558517,51.20512,5.276616,27.111153,6.606732,-6.563241,-5.761328,4.746758,-2.530766,-2.692087,13.291227,2.984317,-10.676725,3.535675,2.851551,2.679077,2.897367,2.912065,2.766006,2.670028,2.585373,2.655457,2.677971,2.925138,2.702661,3.095398
D:\pump\id_00\abnormal\00000079.wav,id_00,1,abnormal,0.168897,1443.78,1514.55,2780.33,0.024756,0.105385,129.7,-23.480925,116.80349,-22.557432,-4.941518,-27.772894,-8.673055,-4.45826,-3.687274,-8.940187,-2.084487,-4.175773,-1.498109,-6.211598,9.900819,8.45209,6.220099,3.334111,3.447873,4.454512,4.197327,4.193176,4.346521,4.047008,3.884286,4.099086,4.488963
D:\pump\id_06\normal\00001009.wav,id_06,0,normal,0.215521,1566.95,1723.86,3485.6,0.026101,0.086507,188.5,-2.663115,103.602486,-3.720367,21.694046,-9.919662,11.9041,-5.036831,-2.615164,-4.816956,-7.806513,-3.170711,0.982711,-0.377371,7.951488,7.043376,4.831257,4.407998,4.266837,3.436932,3.93369,3.475096,3.593769,3.633872,3.985912,3.251884,3.603269
D:\pump\id_02\abnormal\00000080.wav,id_02,1,abnormal,0.074093,2625.65,2056.87,5166.38,0.196636,0.243777,662.7,-60.344479,47.568718,-17.965757,3.350984,-4.809733,14.155507,3.804367,0.806783,-1.621861,1.234152,-3.870563,3.551413,0.036613,34.885685,10.831707,8.987853,5.531151,5.871799,5.217974,7.300119,6.439174,5.845285,4.805057,5.302667,3.826257,4.504387
D:\pump\id_02\normal\00000615.wav,id_02,0,normal,0.136637,1984.8,1976.27,4230.93,0.071708,0.143107,285.4,-15.309793,82.252899,-7.638168,6.832395,-1.324878,14.917557,13.595838,0.268936,-3.305227,3.01173,-0.452462,1.914685,1.174736,9.721514,6.781834,7.212813,5.964602,5.392165,5.863779,4.768472,4.343961,4.471004,4.322014,4.21786,4.076837,4.055237
D:\pump\id_06\normal\00000699.wav,id_06,0,normal,0.277928,1268.72,1727.85,2847.79,0.009024,0.040276,188.8,-30.600096,114.912064,13.451486,20.353537,4.806397,9.522223,4.866361,5.315298,-2.904478,-3.19099,-6.230603,-3.121464,-3.098929,9.459727,6.727031,4.296246,3.02658,3.363802,2.930267,2.785331,2.655014,2.798693,2.735084,2.707263,2.767283,3.126751
D:\pump\id_00\normal\00000962.wav,id_00,0,normal,0.142801,1783.38,1844.14,3770.54,0.055812,0.122983,166.2,-14.681338,95.03363,-9.550436,6.463856,-5.507847,8.049548,5.821369,4.503305,-3.204307,-4.157375,-6.221038,-1.995767,1.724696,13.732916,8.08509,8.326146,7.199585,6.029969,7.077691,6.028935,5.342041,4.632412,5.328189,5.067543,5.338772,4.928082
D:\pump\id_04\normal\00000533.wav,id_04,0,normal,0.22674,2537.64,2129.41,5132.71,0.107032,0.225684,576.7,42.138615,50.83889,-0.266224,28.139765,6.81737,1.476532,-13.043271,-2.899948,-5.547993,2.842371,14.593269,1.026237,-11.111387,3.261192,2.794991,2.726829,2.762308,3.025003,2.366174,2.617484,2.309222,2.672511,2.518676,2.449578,2.534726,3.47445
D:\pump\id_00\abnormal\00000095.wav,id_00,1,abnormal,0.264576,1502.95,1844.16,3257.29,0.028542,0.089951,100.0,23.616583,112.28994,4.110044,13.550578,-3.180251,2.209724,10.281924,7.515112,1.302234,-3.875835,-0.222335,-1.836728,2.874717,6.911578,5.794606,3.740787,3.365392,3.293021,3.195796,3.099895,3.373857,2.917287,2.779876,2.946229,2.755573,2.883098
D:\pump\id_00\normal\00000907.wav,id_00,0,normal,0.095334,1788.39,1898.13,3881.39,0.057483,0.1145,165.8,-56.480968,91.924248,-5.263522,14.096686,2.132329,12.578773,9.413756,7.5359,-1.225802,-1.809153,-4.200156,-1.978816,-0.291366,13.535982,8.340349,7.641453,5.904133,5.65403,6.088946,5.65594,4.948785,4.834046,4.828789,4.680654,4.596761,4.266802
D:\pump\id_00\normal\00000274.wav,id_00,0,normal,0.159541,2017.73,1982.12,4355.88,0.08264,0.142066,165.2,4.851892,82.692818,-4.11833,7.159941,-5.372285,7.618339,3.306794,5.525168,-1.926373,-5.119969,-5.789038,1.29862,3.005362,13.398048,9.754563,8.762829,6.526303,6.531235,5.883334,5.097281,5.905924,4.518196,4.91052,4.524226,4.122291,4.461881
D:\pump\id_06\normal\00000949.wav,id_06,0,normal,0.245989,1164.38,1540.92,2148.16,0.008367,0.060981,189.2,-32.759422,133.757553,5.911305,2.084858,0.509136,4.686049,0.45562,-3.517445,-10.968232,-5.941245,1.504729,1.179975,-1.143085,10.721931,7.213021,8.341883,8.080652,6.6037,5.769358,5.831124,5.192219,5.131091,4.972357,4.536438,4.172118,4.427046
D:\pump\id_06\abnormal\00000006.wav,id_06,1,abnormal,0.201893,1159.89,1395.65,2149.89,0.012756,0.078272,241.4,-19.995348,139.818878,-10.998268,10.234571,-4.117866,6.536359,-5.816466,-0.29163,-10.461352,-1.806189,-1.696859,2.24712,0.641759,8.808261,4.397751,3.942432,3.433771,3.301984,2.952098,2.974813,3.058073,3.061111,3.057743,3.110067,2.666342,2.618419
D:\pump\id_06\normal\00000148.wav,id_06,0,normal,0.22892,911.82,1214.64,1560.33,0.003503,0.060285,187.6,-65.456474,156.211914,-0.134148,18.195072,-6.344416,5.780533,-5.091547,-7.178315,-11.492734,-6.054003,-4.299132,2.867631,5.027537,9.0979,8.480851,6.372488,6.248175,5.555427,5.108393,4.925253,4.355327,4.01341,4.048415,3.779151,3.38698,3.687691
D:\pump\id_00\normal\00000097.wav,id_00,0,normal,0.09053,2046.39,1912.32,4191.19,0.087252,0.150171,629.2,-47.669125,80.240517,-16.53841,4.070204,-7.148533,3.250177,3.445993,3.634255,-1.575672,0.186817,-0.907735,5.305614,2.843922,12.824467,10.031887,8.89071,8.782263,7.005494,7.733661,6.361504,6.719609,6.135918,5.680663,5.771345,5.234811,4.557023
D:\pump\id_04\normal\00000161.wav,id_04,0,normal,0.242938,2563.36,2173.54,5281.55,0.092326,0.211022,355.3,41.556454,50.915512,3.917658,21.300016,-7.047159,-10.865308,-2.12465,8.38135,0.36483,-1.152536,11.722124,-0.417503,-13.504984,3.434546,2.6002,2.556193,2.644656,2.835137,2.836818,2.924747,2.668775,3.102894,2.755123,3.295964,3.101374,2.751993
D:\pump\id_02\normal\00000736.wav,id_02,0,normal,0.133758,1714.95,1818.74,3536.32,0.042122,0.127182,285.2,-32.284164,99.655556,-12.131436,1.030614,3.03357,16.076557,8.77299,-3.529908,0.204254,5.164957,5.952982,4.106484,-1.848161,13.101753,10.687863,8.07133,6.925346,6.117899,5.519466,5.414984,4.730773,5.002915,4.937119,4.61203,4.531135,4.398617
D:\pump\id_02\normal\00000496.wav,id_02,0,normal,0.23836,1726.92,1846.09,3688.85,0.049075,0.126353,284.9,32.84016,97.004509,-11.032173,7.946731,5.082766,21.043274,11.985394,0.099212,-2.079756,-0.712599,4.633483,-0.411041,-5.149993,9.785597,8.610365,6.411952,5.463549,4.867437,4.830361,4.594437,5.134655,4.537049,4.267739,4.421961,4.116023,3.557587
D:\pump\id_04\normal\00000081.wav,id_04,0,normal,0.240398,2508.03,2220.29,5432.26,0.083256,0.180145,64.0,35.4035,50.147854,9.864702,29.608564,10.204192,8.237207,-9.739298,-0.639097,-2.320081,7.696931,11.667802,11.479473,-7.559979,3.182217,2.815749,3.058515,2.786389,3.202178,2.410164,2.406972,2.61539,2.520534,2.65686,2.844874,2.598853,2.799437
D:\pump\id_04\normal\00000430.wav,id_04,0,normal,0.239521,2528.85,2164.74,5234.23,0.108674,0.2346,71.7,49.777176,53.43121,2.432088,28.218063,6.916364,-4.591566,-6.340034,3.11054,-3.518393,-4.573393,14.610445,3.853573,-14.602912,3.299086,2.955833,3.044288,2.879948,2.839254,2.805848,2.879858,2.628994,2.472428,3.090841,2.716241,2.849812,2.516003
D:\pump\id_04\abnormal\00000021.wav,id_04,1,abnormal,0.232001,2242.25,1897.54,4366.06,0.098867,0.198652,186.1,50.354073,62.06414,-12.978638,36.745193,0.102108,11.609788,-5.919571,0.159846,2.952012,7.171245,5.27595,-0.494215,-2.062813,3.817476,3.500502,2.83431,2.636698,3.145052,2.89449,2.914109,2.957974,2.825153,3.313341,3.010412,2.68761,2.816174
D:\pump\id_02\abnormal\00000041.wav,id_02,1,abnormal,0.19992,1647.43,1768.45,3341.8,0.034685,0.133056,1497.6,6.529195,105.008324,-14.908125,-6.44545,-1.175079,16.1775,11.356627,-1.313073,3.177274,5.618183,2.72805,0.002397,-2.279735,6.181833,5.443282,3.506353,4.859555,3.546074,3.277333,3.494956,3.472139,3.345235,3.380414,2.932988,3.065023,2.939059
D:\pump\id_06\normal\00000764.wav,id_06,0,normal,0.296133,921.54,1282.29,1771.49,0.002721,0.033227,188.1,-53.072029,146.942795,-2.779348,26.442627,-2.749403,15.491626,-0.633655,3.590799,-5.518794,-2.695481,-6.774977,-2.550453,-0.714137,4.048561,2.99217,2.91545,2.775896,2.461211,2.784387,2.480672,2.726188,2.564782,2.653257,2.622151,2.767762,2.718146
D:\pump\id_02\normal\00000421.wav,id_02,0,normal,0.180703,1646.36,1782.81,3473.89,0.036797,0.132412,100.0,-4.439711,101.960503,-12.906438,6.648542,6.663201,21.606955,8.160076,-2.708667,1.468274,1.355954,0.823012,-4.212825,-2.543838,8.732027,8.065404,6.468291,5.624291,5.109882,4.706147,4.713317,4.077183,4.606293,4.87411,4.297498,4.452355,3.969028
D:\pump\id_00\normal\00000069.wav,id_00,0,normal,0.149507,2065.73,1935.12,4256.81,0.090506,0.148369,160.1,1.577311,78.865852,-14.510043,5.591902,-5.535065,6.284193,2.562188,2.01694,0.673685,0.019872,-3.063287,-0.811623,-2.437828,14.425183,10.38134,8.762558,7.736642,6.98492,8.101443,7.233945,5.902696,6.37412,5.501638,5.838132,5.341146,5.125753
D:\pump\id_00\normal\00000153.wav,id_00,0,normal,0.141943,2124.92,1837.66,4104.23,0.110796,0.177539,165.2,8.644438,73.320656,-29.713608,6.407921,-7.563561,2.604012,2.464496,0.373278,-5.406505,-2.73905,-3.678748,1.020327,0.594399,10.937266,10.166319,7.206055,7.357829,6.290341,5.792862,5.319972,5.198102,4.777234,4.882988,4.902032,4.185513,4.402081
D:\pump\id_04\normal\00000222.wav,id_04,0,normal,0.240578,2328.03,2110.89,4880.37,0.08179,0.206496,431.1,43.992756,63.246769,0.879721,22.882244,6.644072,0.667319,-9.292805,2.793562,-4.975115,0.096747,14.923257,1.279953,-10.641921,3.4196,2.609271,2.808079,2.994709,2.642094,2.461131,2.558448,2.580199,2.364951,2.294282,2.382507,2.334991,2.812881
D:\pump\id_02\normal\00000042.wav,id_02,0,normal,0.110389,1827.58,1864.87,3790.21,0.055381,0.136326,47.6,-41.451736,91.51474,-10.720028,11.76933,2.670806,11.450665,5.327616,-2.679889,-0.145958,7.548902,8.98447,-1.515549,-4.068497,13.63566,11.507792,7.22241,9.496735,7.575765,6.283191,6.761312,4.874066,5.493554,5.365759,4.695782,5.036673,5.230895
D:\pump\id_00\normal\00000854.wav,id_00,0,normal,0.162734,1746.81,1850.29,3729.43,0.053898,0.117337,166.5,-4.847503,95.30806,-7.387062,14.308669,0.82021,11.882358,8.54758,5.425275,-1.366196,0.392673,-3.684008,-2.913316,-1.068442,15.372719,9.919844,9.291615,8.007448,7.466522,7.126534,6.726488,6.121841,5.490241,5.605569,6.11189,5.358493,4.83311
D:\pump\id_02\normal\00000552.wav,id_02,0,normal,0.144695,1663.58,1824.63,3559.88,0.042302,0.117482,71.5,-23.444832,101.735596,-7.934128,10.710408,6.13627,17.271719,6.708021,-2.898594,-0.145841,2.200476,2.257657,-0.508033,-1.31602,11.791669,11.453764,7.65526,6.755075,6.303737,5.849169,5.750683,5.362386,5.82478,5.538487,4.328717,4.730752,4.540743
D:\pump\id_04\normal\00000663.wav,id_04,0,normal,0.233805,2586.01,2021.86,4905.0,0.111346,0.236623,432.9,46.207226,45.134872,-15.508564,24.671682,2.137192,-4.800697,-15.193256,-7.677201,-4.155363,0.623732,10.293211,-0.953632,-8.682717,4.072848,3.324808,2.731915,4.217127,3.11137,2.69156,2.886687,3.056153,3.795642,2.737855,3.3015,2.873634,3.196565
D:\pump\id_02\normal\00000618.wav,id_02,0,normal,0.197914,1618.8,1779.42,3429.84,0.039304,0.113061,71.6,4.53646,103.524948,-9.573456,11.046663,4.297285,17.730053,7.895125,-3.049268,-1.361072,4.434914,2.417221,1.016106,-0.920912,11.507037,10.298224,6.411352,6.16067,5.848341,6.250991,5.61334,4.900389,5.374035,4.625343,4.213279,4.134856,4.444184
D:\pump\id_04\normal\00000124.wav,id_04,0,normal,0.245667,2585.74,2168.63,5296.6,0.100441,0.225631,573.3,47.030376,50.822155,1.178907,18.864727,-4.806037,-5.349652,-0.857884,4.512862,-7.832594,-2.832759,19.955893,11.196252,-4.230123,3.700443,3.621358,2.843495,3.706824,3.042707,3.081419,3.008283,2.904438,3.125239,3.108141,2.66641,2.447603,2.797786
D:\pump\id_02\normal\00000585.wav,id_02,0,normal,0.201789,1539.25,1797.05,3339.41,0.024547,0.084006,45.0,-20.866362,103.690735,-4.942916,12.089761,8.126891,22.51778,12.93193,-0.206075,1.42412,3.646363,4.033392,2.245171,-1.172457,15.427115,12.622324,8.590288,7.352154,7.625388,7.068722,6.051363,5.831197,5.408009,4.593178,4.479945,4.321867,4.583064
D:\pump\id_06\normal\00000051.wav,id_06,0,normal,0.23967,919.28,1216.9,1569.39,0.003869,0.061732,188.2,-60.225277,158.856674,1.816395,15.44652,-8.5488,0.733766,-6.002943,-6.574809,-8.887399,-5.402687,-4.000902,2.106202,3.072157,12.943316,13.406328,8.108007,7.279418,6.128295,5.932246,5.991134,5.830928,5.143409,4.751862,4.189503,4.078445,4.263215
